,Unnamed: 0,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
6728,6728,The Groans,Colors,24.0,0.529,0.835,4.0,-6.128,1,0.0358,0.00225,0.00545,0.151,0.694,134.791,249339.0,4,10
4066,4066,Great White,House Of Broken Love,49.0,0.581,0.468,9.0,-15.763,0,0.0314,0.0251,0.0845,0.0831,0.49,116.04,358427.0,3,10
17023,17023,Badge Époque Ensemble,"You Can Build a Palace, Or You Can Please People",33.0,0.543,0.525,5.952446502315104,-7.144,1,0.0347,0.228,0.927,0.0801,0.695,112.892,213047.0,4,6
225,225,Emery,Walls,46.0,0.274,0.915,1.0,-5.259,0,0.167,0.0139,7.37e-05,0.161,0.419,169.161,203707.0,4,10
15465,15465,Zac Brown Band,Heavy Is the Head,45.0,0.402,0.924,8.0,-3.433,1,0.0519,0.000356,0.00335,0.0834,0.68,170.739,239747.0,4,10
4549,4549,Preditah,Sword,16.0,0.53,0.308,1.0,-11.618,0,0.424,0.292,0.83,0.0837,0.346,212.049,306880.0,3,5
4805,4805,Creedence Clearwater Revival,Bad Moon Rising,78.0,0.508,0.774,2.0,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,141600.0,4,10
17445,17445,Coldplay,Yellow,86.0,0.429,0.661,11.0,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773.0,4,9
1667,1667,Big Walter Horton,Little Boy Blue,25.0,0.382,0.33,5.952446502315104,-15.964,0,0.0784,0.385,0.000707,0.196,0.647,205.835,194573.0,3,2
7679,7679,No Love For The Middle Child,Wake Up,33.0,0.651,0.684,9.0,-7.434,1,0.0509,0.0336,0.1775619253660327,0.169,0.493,119.99,160000.0,4,9
8690,8690,Eliad,יום הולדת,41.0,0.782,0.507,1.0,-6.527,1,0.0963,0.489,0.1775619253660327,0.267,0.536,91.54,195588.0,4,9
10548,10548,Panic! At The Disco,Nine in the Afternoon,56.0,0.405,0.689,10.0,-5.75,1,0.0365,0.0843,0.1775619253660327,0.207,0.397,155.189,191560.0,4,10
11415,11415,Premiata Forneria Marconi,Appena un po',35.0,0.375,0.206,2.0,-18.468,0,0.0372,0.457,0.139,0.158,0.205,134.45,463827.0,3,10
9909,9909,Aya Korem,רק אהבה,33.0,0.575,0.523,7.0,-7.078,1,0.0259,0.372,0.000525,0.098,0.312,97.934,248235.0,3,9
15423,15423,Teenage Wrist,Silverspoon,44.0,0.368,0.812,9.0,-5.633,1,0.0342,6.23e-05,0.00254,0.325,0.357,150.017,222588.0,4,10
16124,16124,Eviatar Banai,מתנות,32.0,0.566,0.765,9.0,-5.329,0,0.0329,0.0376,5.97e-05,0.0716,0.576,111.957,211733.0,4,10
12165,12165,OMNIA,Shaman of Chaos,43.0,0.552,0.536,7.0,-11.684,1,0.0302,0.211,0.883,0.114,0.207,100.039,251107.0,4,8
16937,16937,Duran Duran,Hungry Like the Wolf,73.0,0.691,0.812,5.952446502315104,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,220627.0,4,9
11379,11379,No Love For The Middle Child,Happy Faces,42.0,0.571,0.654,9.0,-6.342,0,0.0314,0.000559,1.66e-06,0.194,0.383,74.987,196437.0,4,1
12092,12092,The Bamboos,King of the Rodeo,41.0,0.789,0.867,9.0,-6.104,1,0.0551,0.00961,5.15e-05,0.474,0.864,125.868,211347.0,4,9
551,551,Lauv,I Like Me Better,83.0,0.752,0.505,9.0,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437.0,4,9
11091,11091,Zeev Tene,Beirut,18.0,0.76,0.713,2.0,-11.087,1,0.0318,0.00248,0.1775619253660327,0.122,0.881,99.032,149813.0,4,6
2536,2536,Guitarras de Luna,Inolvidable,42.0,0.847,0.492,8.0,-11.104,1,0.0451,0.804,0.859,0.122,0.855,112.034,4.04155,4,7
5389,5389,Geeta Dutt,Piya Aiso Jiya Men Samaya Gayo,18.0,0.529,0.508,4.0,-4.938,1,0.0507,0.872,0.1775619253660327,0.265,0.714,65.809,4.256216667,3,3
16198,16198,David Essex,Rock On,51.0,0.676,0.292,11.0,-14.448,1,0.34,0.723,0.00189,0.433,0.649,74.798,204187.0,4,10
15230,15230,"Asha Bhosle, Mohammed Rafi",Gora Rang Chunariya Kali,1.0,0.299,0.867,6.0,-8.981,1,0.329,0.863,2.62e-05,0.197,0.881,165.444,5.72,4,3
14690,14690,HAIM,The Steps,58.0,0.703,0.714,2.0,-4.967,1,0.0316,0.0197,1.65e-06,0.0849,0.62,116.723,247600.0,4,6
14954,14954,The Yawpers,Forgiveness Through Pain,36.0,0.374,0.951,10.0,-4.4,0,0.113,0.0189,0.0112,0.0933,0.48,132.835,180587.0,4,10
4689,4689,girlfriends,Congratulations (feat. Jasiah),53.0,0.57,0.891,11.0,-3.6,0,0.128,0.00478,0.1775619253660327,0.0248,0.831,169.979,114809.0,4,9
12472,12472,Narrow Head,Ponderosa Sun Club,35.0,0.249,0.979,4.0,-4.063,1,0.0975,0.000202,0.0174,0.343,0.247,159.907,236869.0,4,1
8958,8958,Janus Rasmussen,Neyð,32.0,0.726,0.606,5.952446502315104,-12.49,0,0.0477,0.665,0.852,0.0916,0.0467,120.014,274125.0,4,6
182,182,Deep Purple,Gettin' Tighter,43.0,0.42,0.831,7.0,-9.069,1,0.0754,0.00028,0.0711,0.153,0.752,120.867,218173.0,4,10
17008,17008,Conquer Divide,Chemicals,50.0,0.383,0.945,8.0,-3.74,0,0.0866,0.00175,8.02e-05,0.381,0.402,150.102,230000.0,4,8
16238,16238,Leyla Blue,What A Shame,75.0,0.699,0.463,5.952446502315104,-7.828,1,0.475,0.315,0.1775619253660327,0.0803,0.565,143.99,177200.0,4,9
13872,13872,Orgy,Karma Kastles,43.0,0.503,0.906,8.0,-4.627,1,0.0538,0.000553,0.000128,0.127,0.723,151.001,243249.0,4,8
5911,5911,Heruin,Hardline,20.0,0.419,0.965,5.952446502315104,-4.063,0,0.0791,7.63e-05,0.253,0.461,0.339,160.004,186031.0,4,8
13380,13380,Aviv Geffen,אור הירח,39.0,0.305,0.597,9.0,-9.055,1,0.0307,0.0739,0.000129,0.098,0.415,150.558,226160.0,4,10
97,97,ANSON,Ghost,28.0,0.357,0.943,4.0,-6.168,0,0.101,0.000547,0.1775619253660327,0.145,0.482,147.217,209682.0,4,10
16161,16161,Flasher,Punching Up,24.0,0.267,0.734,2.0,-7.999,1,0.0727,0.00186,0.0534,0.116,0.307,207.72,211494.0,4,10
7057,7057,Nathaniel Rateliff & The Night Sweats,You Worry Me,64.0,0.666,0.646,2.0,-7.722,1,0.0268,0.124,0.286,0.095,0.664,100.05,214160.0,4,10
12105,12105,Ghum,Saturn,37.0,0.343,0.701,10.0,-5.365,1,0.0297,0.00225,0.00516,0.115,0.416,91.601,232485.0,4,6
12853,12853,A Thousand Horses,Livin' My Best Life,48.0,0.578,0.948,7.0,-3.486,1,0.0407,0.000963,0.015,0.289,0.751,115.951,185191.0,4,10
15752,15752,Cas Haley,Every Road I'm On,45.0,0.72,0.674,9.0,-7.83,1,0.0294,0.194,0.000386,0.0946,0.97,148.045,229381.0,4,10
5142,5142,Albert Collins,Cold Cuts,20.0,0.618,0.83,6.0,-10.65,0,0.0328,0.00188,0.759,0.704,0.516,107.233,360733.0,4,2
9002,9002,Michael Swissa,איגואנה עם בוי אצ׳י,36.0,0.833,0.458,5.952446502315104,-11.542,1,0.491,0.023,0.1775619253660327,0.332,0.626,170.047,115138.0,4,9
11823,11823,Exhorder,Desecrator,40.0,0.332,0.992,9.0,-5.57,1,0.109,3.37e-06,0.419,0.135,0.185,135.08,368840.0,4,8
15485,15485,Bon Jovi,Have A Nice Day,62.0,0.5,0.899,4.0,-4.066,1,0.0736,4.84e-05,0.000198,0.0794,0.566,130.06,229107.0,4,10
626,626,Mick Fleetwood and Friends,Rattlesnake Shake (with Steven Tyler & Billy Gibbons) - Live from The London Palladium,38.0,0.492,0.871,2.0,-8.919,1,0.0623,0.0157,0.00405,0.847,0.354,106.399,289800.0,4,2
9904,9904,Lucero,Outrun the Moon,37.0,0.566,0.659,6.0,-6.157,0,0.0329,0.00232,0.0637,0.0923,0.319,122.005,298847.0,4,10
4045,4045,Angels & Airwaves,Euphoria,42.0,0.318,0.919,2.0,-2.433,1,0.0774,0.00771,0.1775619253660327,0.115,0.38,88.981,264067.0,4,10
1556,1556,cleopatrick,hometown,63.0,0.315,0.826,7.0,-4.314,0,0.0636,0.00064,0.000687,0.0703,0.359,139.161,256072.0,4,10
9068,9068,"Lata Mangeshkar, S. P. Balasubrahmanyam",Hum Aapke Hain Koun,40.0,0.675,0.393,5.952446502315104,-15.196,1,0.0327,0.58,0.00859,0.228,0.627,116.203,4.003783333,4,3
9748,9748,Midland,Cowgirl Blues,44.51212431693989,0.618,0.774,5.0,-7.302,0,0.0392,0.441,0.00092,0.114,0.861,99.595,238157.0,4,1
3408,3408,ABSOLUTE.,Convalesce (feat. REGALJASON),42.0,0.57,0.804,8.0,-6.739,1,0.037,0.00611,0.784,0.114,0.0795,122.991,249148.0,4,1
7056,7056,Laura Marling,Soothing,44.0,0.677,0.298,2.0,-11.676,0,0.0501,0.419,0.0802,0.108,0.552,143.219,256907.0,4,6
8449,8449,Yuval Banay,אני מפחד,9.0,0.67,0.817,2.0,-6.545,1,0.0751,0.0296,0.0453,0.172,0.378,97.997,277092.0,4,10
8286,8286,ABSOLUTE.,Convalesce (feat. REGALJASON),42.0,0.57,0.804,8.0,-6.739,1,0.037,0.00611,0.784,0.114,0.0795,122.991,249148.0,4,6
9159,9159,Kero Kero Bonito,21/04/20,48.0,0.678,0.702,5.952446502315104,-5.448,1,0.0258,0.034,0.00147,0.0787,0.613,106.028,182075.0,4,1
16183,16183,Motörhead,Ace of Spades,74.0,0.329,0.974,3.0,-8.77,0,0.135,0.000852,0.000118,0.0904,0.234,140.862,166920.0,4,10
14270,14270,Beck,Loser,66.0,0.615,0.616,6.0,-10.39,0,0.133,0.0399,0.000129,0.348,0.836,170.776,235000.0,4,6
889,889,Prasanna,Bowling For Peace,26.0,0.349,0.443,3.0,-15.045,1,0.0328,0.964,0.925,0.0872,0.657,135.03,426413.0,4,6
3668,3668,John Mayall & The Bluesbreakers,Hideaway - Mono Instrumental,49.0,0.369,0.759,9.0,-4.718,1,0.0361,0.000815,0.364,0.329,0.868,132.281,193560.0,4,2
16852,16852,No Fit State,Hit the Ground,34.0,0.417,0.919,5.952446502315104,-7.314,0,0.112,0.00882,0.003,0.484,0.438,143.975,196771.0,4,10
11744,11744,Eclipse,Viva La Victoria,55.0,0.544,0.944,4.0,-6.161,1,0.0522,0.00266,1.48e-06,0.103,0.572,135.076,191670.0,4,8
13866,13866,The Moody Blues,Nights In White Satin - Single Version / Mono Mix,68.0,0.195,0.483,4.0,-4.991,0,0.03,0.465,0.497,0.0686,0.173,84.71,269107.0,4,10
9357,9357,Aga Ujma,In the Ocean,21.0,0.33,0.2,3.0,-15.352,1,0.039,0.95,0.00389,0.12,0.0763,106.018,157533.0,3,6
299,299,Jeris Johnson,One Night,54.0,0.625,0.778,1.0,-7.207,1,0.0642,0.00921,0.1775619253660327,0.103,0.961,160.039,163492.0,4,1
3047,3047,Benjamin Booker,Believe,40.0,0.482,0.567,5.952446502315104,-8.548,1,0.0286,0.189,0.00462,0.357,0.646,167.581,234274.0,4,2
7204,7204,MC5,Kick out the Jams,39.0,0.329,0.806,1.0,-11.925,1,0.0596,0.0565,0.21,0.355,0.619,142.625,181760.0,4,1
9664,9664,Steely Dan,Deacon Blues,50.0,0.745,0.586,5.952446502315104,-12.487,1,0.0359,0.457,0.000295,0.119,0.604,115.857,456640.0,4,10
9472,9472,Kris Berry,Superpower,50.0,0.728,0.412,2.0,-9.236,1,0.302,0.624,0.00051,0.0964,0.502,77.861,249012.0,4,6
16445,16445,Muse,Starlight,73.0,0.55,0.874,4.0,-4.046,1,0.0321,0.000436,1.02e-05,0.206,0.318,121.61,240213.0,4,10
9111,9111,Kurt Vile,Pretty Pimpin,63.0,0.566,0.663,8.0,-9.068,1,0.0278,0.0945,0.294,0.0915,0.762,91.108,298760.0,4,1
12392,12392,Mr. Airplane Man,Commit a Crime,25.0,0.428,0.725,6.0,-13.572,1,0.0459,0.186,0.76,0.108,0.633,153.655,210233.0,4,2
14763,14763,Backstreet Boys,Breathe,19.0,0.635,0.628,7.0,-5.862,1,0.0255,0.00143,2.98e-05,0.177,0.407,105.973,3.845616667,4,9
13616,13616,Phoebe Bridgers,Savior Complex,65.0,0.369,0.441,4.0,-11.879,1,0.0327,0.931,0.0199,0.105,0.218,128.968,241640.0,3,6
17815,17815,Brijs,Mol y Sol,49.0,0.58,0.798,11.0,-6.999,1,0.0259,0.141,0.00411,0.215,0.506,93.011,210360.0,4,9
3480,3480,Ratt,Lay It Down,60.0,0.442,0.759,10.0,-13.475,1,0.0354,0.000402,0.0081,0.174,0.279,198.117,205560.0,4,8
3544,3544,SZA,Good Days,89.0,0.436,0.655,1.0,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,279204.0,4,5
9269,9269,Calvin Harris,Acceptable in the 80's - Tom Neville Remix,10.0,0.767,0.838,6.0,-5.51,0,0.077,0.000951,0.408,0.0406,0.781,125.985,431973.0,4,1
2498,2498,Craig Morgan,That's What I Love About Sunday,62.0,0.6,0.56,8.0,-6.311,1,0.0325,0.479,0.1775619253660327,0.111,0.417,139.469,3.358216667,4,4
9365,9365,Steppenwolf,Magic Carpet Ride,71.0,0.64,0.651,4.0,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,271573.0,4,10
10180,10180,In Flames,Only for the Weak,63.0,0.418,0.835,5.952446502315104,-4.824,0,0.0449,2.33e-06,0.766,0.289,0.549,104.986,294867.0,4,8
12533,12533,"Meet Bros., Palak Muchhal, Altamash Faridi",Ik Mulaqaat,58.0,0.634,0.648,3.0,-6.781,0,0.0412,0.361,0.1775619253660327,0.619,0.667,95.989,4.1302,4,3
8692,8692,"Manna Dey, Lata Mangeshkar",Pyar Hua Iqrar Hua,38.0,0.466,0.452,6.0,-9.232,0,0.0321,0.678,1.38e-05,0.0581,0.882,126.696,4.35,4,3
2995,2995,Woolbright,Tuesday,23.0,0.514,0.819,11.0,-6.713,0,0.0375,0.0122,0.0158,0.283,0.316,142.953,162973.0,4,10
7280,7280,Nick Mulvey,Fever To The Form,65.0,0.358,0.546,5.952446502315104,-8.927,0,0.0296,0.795,0.0586,0.111,0.264,106.489,252960.0,3,9
17819,17819,Incubus,Our Love,48.0,0.604,0.879,5.0,-6.862,0,0.092,0.0489,6.28e-06,0.0942,0.217,97.007,189425.0,4,10
17634,17634,Fire From The Gods,Right Now,56.0,0.494,0.916,1.0,-4.734,0,0.233,0.00112,4.43e-06,0.0996,0.433,89.468,225026.0,4,10
7636,7636,Three Days Grace,Animal I Have Become,66.0,0.553,0.853,8.0,-3.668,1,0.0339,0.000684,0.1775619253660327,0.126,0.506,122.023,231400.0,4,8
12794,12794,chloe moriondo,I Want To Be With You,1.0,0.746,0.434,4.0,-6.981,1,0.0388,0.0222,8.21e-06,0.101,0.389,119.974,178373.0,4,6
8476,8476,Lonnie Brooks,A Man's Got To Do What A Man's Got To Do,11.0,0.722,0.55,11.0,-12.496,0,0.0346,0.547,0.0221,0.13,0.828,102.666,243667.0,4,2
11010,11010,The Lonely Island,Jack Sparrow,59.0,0.718,0.712,8.0,-5.242,1,0.222,0.0225,0.1775619253660327,0.0442,0.42,97.005,187747.0,4,9
16913,16913,Au/Ra,Bite Marks,56.0,0.56,0.273,7.0,-9.118,1,0.147,0.767,0.1775619253660327,0.169,0.479,156.577,163759.0,3,6
12275,12275,Django Django,Default,54.0,0.747,0.875,1.0,-5.635,1,0.0282,0.00733,1.1e-06,0.184,0.913,115.967,185640.0,4,6
16139,16139,Sharon Van Etten,Seventeen,63.0,0.538,0.77,5.0,-7.376,1,0.0487,0.0158,0.214,0.0686,0.238,127.103,265920.0,4,1
15740,15740,Windy & Carl,Undercurrent,34.0,0.0862,0.222,9.0,-20.901,1,0.0441,0.893,0.795,0.11,0.109,202.983,281453.0,4,6
4065,4065,Conway Twitty,Don't Take It Away - Single Version,41.0,0.721,0.302,4.0,-16.424,1,0.0592,0.517,0.1775619253660327,0.168,0.433,88.461,3.69,4,4
8637,8637,Masked Wolf,Astronaut In The Ocean,90.0,0.778,0.695,4.0,-6.865,0,0.0913,0.175,0.1775619253660327,0.15,0.472,149.996,2.213,4,9
1189,1189,David Bowie,The Jean Genie - 2013 Remaster,60.0,0.58,0.571,9.0,-9.116,1,0.0321,0.378,5.13e-06,0.358,0.818,128.15,248013.0,4,1
2825,2825,Mndsgn,Slowdance,37.0,0.481,0.488,1.0,-9.776,0,0.0524,0.0589,0.42,0.136,0.177,137.967,315799.0,1,1
11025,11025,Toby Keith,I Wanna Talk About Me,61.0,0.765,0.87,5.0,-5.191,1,0.0499,0.168,0.1775619253660327,0.125,0.684,106.06,3.066,4,4
2095,2095,"Kelsea Ballerini, Kenny Chesney",half of my hometown (feat. Kenny Chesney),70.0,0.571,0.618,10.0,-4.966,1,0.0445,0.147,0.1775619253660327,0.159,0.288,138.03,3.863866667,4,4
9873,9873,Sheygets,מרלין מונרו,31.0,0.375,2.03e-05,1.0,-4.593,1,0.0638,0.221,0.000252,0.133,0.123,105.77,790093.0,4,6
12814,12814,Olivia Rodrigo,happier,49.0,0.395,0.443,6.0,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,175933.0,3,9
13878,13878,Becca Mancari,Hunter,44.0,0.713,0.677,5.952446502315104,-6.301,1,0.0332,0.302,0.00924,0.162,0.884,149.959,169258.0,4,1
3989,3989,Machine Head,Battery,38.0,0.277,0.993,6.0,-5.27,0,0.147,0.00067,0.0701,0.0985,0.0736,99.456,304667.0,4,8
16877,16877,Silver Synthetic,Around the Bend,31.0,0.362,0.858,5.952446502315104,-5.142,1,0.0479,0.00583,0.00418,0.0995,0.784,131.027,255256.0,4,10
15075,15075,Pearl Jam,Immortality - Remastered,56.0,0.633,0.543,2.0,-9.142,1,0.0296,0.0798,0.00671,0.0964,0.118,129.089,318067.0,4,10
16373,16373,Sterling Brown,Ma Rainey,44.51212431693989,0.687,0.0292,5.952446502315104,-23.057,1,0.209,0.844,0.1775619253660327,0.145,0.435,134.231,132000.0,3,5
9894,9894,Parquet Courts,Black And White,37.0,0.318,0.975,9.0,-4.21,1,0.0926,0.00562,0.826,0.345,0.668,174.206,182987.0,4,10
16258,16258,Myrkur,Ella,42.0,0.24,0.313,5.0,-11.476,1,0.033,0.791,0.000156,0.176,0.131,101.673,234923.0,3,8
4846,4846,Walter Trout,Pray For Rain,43.0,0.425,0.0863,5.0,-15.163,1,0.0357,0.962,0.00615,0.124,0.362,154.328,194013.0,4,2
16686,16686,Omar Apollo,Ugotme,63.0,0.782,0.494,5.952446502315104,-1.458,1,0.0339,0.454,6.31e-05,0.134,0.401,65.832,127273.0,4,6
13901,13901,Sawyer Fredericks,This Fire,43.0,0.358,0.423,7.0,-7.828,1,0.0338,0.565,3.38e-05,0.0846,0.309,182.959,3.77666667,3,0
12554,12554,The Libertines,Gunga Din,45.0,0.596,0.727,6.0,-5.763,0,0.0405,0.00481,3.28e-05,0.0554,0.678,135.091,178813.0,4,10
1296,1296,Van Halen,Jump - 2015 Remaster,78.0,0.572,0.835,5.952446502315104,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,4.02666667,4,10
10592,10592,The Police,Roxanne,76.0,0.618,0.748,5.952446502315104,-8.905,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,191947.0,4,10
7808,7808,Lifehouse,Broken,59.0,0.534,0.708,11.0,-5.732,1,0.0402,0.089,0.1775619253660327,0.192,0.488,130.639,286480.0,4,10
3387,3387,my bloody valentine,only shallow,59.0,0.14,0.641,5.952446502315104,-10.435,1,0.0422,0.000243,0.837,0.108,0.352,170.207,256573.0,4,6
12583,12583,U2,The Troubles,42.0,0.397,0.542,5.0,-9.699,1,0.0295,0.0427,0.00575,0.117,0.509,150.189,285843.0,4,10
2056,2056,UPSAHL,People I Don't Like,72.0,0.747,0.573,11.0,-6.562,0,0.295,0.268,0.1775619253660327,0.302,0.551,90.036,142766.0,4,10
2599,2599,KISS,Rock And Roll All Nite,75.0,0.654,0.929,1.0,-5.906,1,0.0998,0.0468,0.1775619253660327,0.0539,0.902,144.774,2.814,4,10
12718,12718,DENM,My Wave,58.0,0.65,0.606,1.0,-6.778,0,0.0294,0.478,0.1775619253660327,0.117,0.65,137.986,189264.0,4,10
2383,2383,Swamp,Riot,17.0,0.354,0.689,5.952446502315104,-3.504,1,0.0385,0.16,0.1775619253660327,0.14,0.41,137.444,175109.0,3,2
625,625,Mudvayne,Dig,64.0,0.623,0.983,11.0,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975,162293.0,4,8
4606,4606,Etta James,I Just Want To Make Love To You - Single Version,64.0,0.642,0.523,3.0,-8.579,1,0.11,0.772,3.26e-06,0.527,0.654,101.635,185627.0,4,2
16659,16659,Talat Aziz,Zindagi Jab Bhi,36.0,0.604,0.497,2.0,-6.933,1,0.0267,0.748,0.1775619253660327,0.358,0.549,95.007,4.946,4,3
7266,7266,ORI,Doomed,28.0,0.327,0.214,10.0,-13.048,0,0.0786,0.913,0.00198,0.067,0.27,171.683,156735.0,4,6
9872,9872,The Struts,Mary Go Round,47.0,0.346,0.829,8.0,-5.123,1,0.0373,0.00104,0.1775619253660327,0.0539,0.505,161.954,199213.0,4,10
8042,8042,Tombs,The Hunger,19.0,0.577,0.919,5.952446502315104,-7.437,1,0.0428,0.000162,0.0543,0.161,0.432,125.062,269867.0,4,8
10705,10705,The Animals,Favorite Enemy,38.0,0.261,0.692,8.0,-14.388,1,0.0564,0.0846,0.0548,0.911,0.497,144.566,293867.0,4,10
7354,7354,Nyck Caution,Product Of My Environment (feat. Kota the Friend & Erick the Architect),57.0,0.76,0.796,11.0,-4.036,0,0.327,0.384,0.1775619253660327,0.0789,0.891,95.166,187267.0,4,5
11809,11809,LBS Kee'vin,That's Life (feat. OMB Peezy),43.0,0.572,0.666,8.0,-6.144,0,0.416,0.193,0.1775619253660327,0.105,0.515,85.037,187847.0,4,5
5534,5534,The Coral,Dreaming of You,65.0,0.441,0.684,9.0,-7.495,0,0.031,0.374,0.000848,0.108,0.971,199.001,141000.0,4,6
4749,4749,First Aid Kit,On the Road Again,43.0,0.645,0.537,5.952446502315104,-13.35,1,0.0361,0.078,0.1775619253660327,0.0749,0.616,111.663,145305.0,4,6
343,343,DJ Khaled,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",83.0,0.757,0.721,4.0,-2.906,0,0.0691,0.00196,0.1775619253660327,0.647,0.364,124.036,165366.0,4,9
4227,4227,Neil Young,Vacancy,29.0,0.509,0.623,7.0,-12.032,1,0.0273,0.129,0.00286,0.0977,0.808,163.172,238957.0,4,10
2258,2258,Backstreet Boys,Poster Girl,36.0,0.69,0.712,10.0,-3.597,0,0.0703,0.0275,0.1775619253660327,0.122,0.665,97.989,3.92155,4,9
16033,16033,Little Boots,Meddle,26.0,0.641,0.88,2.0,-3.094,1,0.156,0.0219,3.97e-05,0.0802,0.636,168.99,195947.0,4,6
11871,11871,Yung Baby Tate,Eenie Meenie,66.0,0.884,0.639,1.0,-6.832,0,0.246,0.111,1.66e-06,0.608,0.625,100.049,142176.0,4,5
5335,5335,Land of Talk,A/B Futures,31.0,0.36,0.679,1.0,-8.924,0,0.0432,0.00531,0.406,0.0998,0.369,148.049,219606.0,4,6
13078,13078,The Cold Stares,Sleeping with Lions,36.0,0.365,0.778,5.0,-6.117,0,0.039,6.42e-05,1.35e-06,0.299,0.712,73.93,199787.0,4,10
12337,12337,Mob Rich,Funeral,41.0,0.515,0.876,9.0,-7.278,1,0.0884,0.00703,0.00305,0.329,0.686,154.994,188882.0,4,10
3684,3684,A Tribe Called Quest,We The People....,55.0,0.71,0.805,1.0,-5.471,1,0.0637,0.00909,0.1775619253660327,0.141,0.897,92.601,172013.0,4,10
1145,1145,Yuni Wa,Holding On,31.0,0.517,0.768,8.0,-4.739,0,0.0427,0.000122,0.732,0.111,0.73,172.032,245596.0,4,6
5442,5442,Johnny Burnette & The Rock 'N' Roll Trio,Oh Baby Babe - Single Version,36.0,0.707,0.77,5.952446502315104,-9.284,1,0.0828,0.179,4.08e-05,0.0867,0.849,118.992,140507.0,4,10
13305,13305,Elles Bailey,Medicine Man,47.0,0.644,0.433,2.0,-7.568,1,0.0346,0.742,0.1775619253660327,0.129,0.611,85.799,206003.0,4,2
16094,16094,Skrillex,Butterflies (with Starrah & Four Tet),68.0,0.738,0.844,2.0,-5.743,0,0.14,0.00536,0.0119,0.397,0.243,128.005,195938.0,4,9
2102,2102,Foals,Exits,57.0,0.483,0.858,9.0,-2.94,0,0.0346,0.0559,0.00107,0.514,0.712,188.055,357419.0,4,1
2683,2683,Ignea,Jinnslammer,40.0,0.311,0.988,7.0,-3.397,1,0.113,2.83e-05,0.13,0.132,0.269,195.058,279692.0,3,8
770,770,Seaway,Mrs. David,48.0,0.537,0.943,11.0,-4.505,1,0.0707,0.000132,6.16e-05,0.204,0.477,130.034,201500.0,4,10
16225,16225,The Who,Behind Blue Eyes - Original Album Version,44.51212431693989,0.399,0.518,7.0,-10.637,1,0.0318,0.229,0.00122,0.262,0.285,127.084,3.72221667,4,10
761,761,IOU,Olivia Chaney,23.0,0.509,0.289,4.0,-8.3,1,0.0286,0.88,0.0036,0.111,0.156,158.799,4.05045,3,0
12546,12546,Jayshri Prakash,Ennathavam Seidanai,20.0,0.623,0.833,7.0,-1.541,1,0.0765,0.662,0.1775619253660327,0.164,0.525,149.827,5.873333333,4,0
8466,8466,A Tribe Called Quest,Can I Kick It?,71.0,0.848,0.666,5.952446502315104,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662,251573.0,4,5
8394,8394,Saigon Would Be Seoul,History of Us - Lost fx Rework,26.0,0.266,0.375,8.0,-14.899,0,0.037,0.927,0.976,0.373,0.177,85.265,228917.0,4,6
14026,14026,Stevie Salas,Tell Your Story Walkin',45.0,0.555,0.977,8.0,-5.083,1,0.155,0.00103,0.0202,0.617,0.509,113.651,241240.0,4,10
16714,16714,Wipers,When It's Over,42.0,0.435,0.756,9.0,-4.275,0,0.0264,3.24e-05,0.788,0.208,0.346,85.524,394120.0,4,1
17805,17805,The Who,I Can't Explain - Mono Version,52.0,0.572,0.688,9.0,-4.96,1,0.0608,0.0474,0.1775619253660327,0.072,0.856,138.841,125320.0,4,10
6388,6388,Sigrid,Sucker Punch,53.0,0.638,0.642,7.0,-4.422,1,0.0639,0.00153,4.07e-06,0.0826,0.676,165.984,194323.0,4,9
16642,16642,Joan Baez,One Day At A Time - Live At The Woodstock Music & Art Fair / 1969,25.0,0.282,0.237,1.0,-17.871,1,0.0547,0.759,0.1775619253660327,0.13,0.416,82.559,275496.0,4,10
7037,7037,Bloc Party,Helicopter,59.0,0.47,0.954,11.0,-3.631,0,0.134,0.000159,0.0043,0.405,0.412,170.1,220173.0,4,1
11702,11702,Day Sulan,Bailar,58.0,0.852,0.535,7.0,-5.94,0,0.0896,0.439,8.18e-05,0.246,0.483,103.007,205056.0,4,5
